StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2#1_1,Q2#1_2,Q2#1_3,Q2#1_4,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q11#1_1,Q11#1_2,Q11#1_3,Q11#1_4,Q12#1_1,Q12#1_2,Q13,Q15,Q16,Q17,Q18,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q22#1_1,Q22#1_2,Q22#1_3,Q22#1_4,Q22#1_5,Q23#1_1,Q23#1_2,Q24,Q26,Q27,Q28,Q29,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q33#1_1,Q33#1_2,Q33#1_3,Q33#1_4,Q33#1_5,Q34#1_1,Q34#1_2,Q35,Q37,Q38,Q39,Q40
2019-10-31 12:00:00,2019-10-31 12:16:03,IP Address,128.206.42.214,100,963,True,2019-10-31 12:16:03,R_6YA8b2jL1T1mWlz,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,440.142,0,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,No,No,"The exercise was enticing and allowed me to think about the various areas of health care coverage and how to look at them individually. There were some I felt provided too much coverage for people (the demand could not be met) and others which seemed to provide a perfect amount of coverage for everyone. Ultimately, it helped me think more about health care and understand the process of evaluating it better.",19,Male,Caucasian/White,Sophmore
2019-10-31 11:59:53,2019-10-31 12:19:35,IP Address,128.206.42.165,100,1182,True,2019-10-31 12:19:35,R_urCXf6yqNw3IZGN,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Agree,Strongly Disagree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,751.539,0,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,No,No,"I thought it was a politically targeted survey to gage the average college age persons views ",19,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-31 11:59:45,2019-10-31 12:21:09,IP Address,128.206.42.169,100,1283,True,2019-10-31 12:21:09,R_2UhFHxjOXkIX7lz,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,893.572,0,Neither Agree or Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,No,No,I think that is a good representation and really made me think about what I would look for in a plan,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-10-31 12:14:20,2019-10-31 12:24:25,IP Address,128.206.42.193,100,604,True,2019-10-31 12:24:25,R_2b48OgJ5veSJyxZ,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,314.403,0,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Strongly Agree,No,No,"My thought about the exercise I just completed made me feel as if people who are unable to pay for the medium or high plan end of health care aren't getting the needs that they need. I believe that men, women and children of all wealth or unwealthy should get the same exact health care that provides the best interest in everyone. ",18,Female,Caucasian/White,Freshman
2019-10-31 12:58:10,2019-10-31 13:06:52,IP Address,128.206.42.165,100,522,True,2019-10-31 13:06:52,R_1LdGPQjgXJX16eV,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,0,0,347.638,0,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,No,No,easy,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31 12:58:33,2019-10-31 13:15:01,IP Address,128.206.42.214,100,987,True,2019-10-31 13:15:01,R_vV3eOAn8OK6pL1f,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,602.953,0,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,No,No,it is very difficult to create a plan that will satisfy all Americans,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-11-05 11:34:17,2019-11-05 11:45:16,IP Address,128.206.42.166,100,659,True,2019-11-05 11:45:17,R_By5zXXFeF5n8x0d,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Agree,Agree,Agree,0,0,520.634,0,Agree,Agree,Agree,Agree,No,Yes,I don't really know how I feel about it.,20,Male,African-American/Black,Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-05 11:30:25,2019-11-05 11:45:21,IP Address,128.206.42.165,100,896,True,2019-11-05 11:45:21,R_21gHnqFQaLzHjfD,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,334.199,0,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,No,Yes,"It seemed that most basic needs would be met, but it could be greatly improved",21,Female,Caucasian/White,Junior
2019-11-05 11:30:08,2019-11-05 11:47:41,IP Address,128.206.42.193,100,1052,True,2019-11-05 11:47:41,R_3oyXzZJvAnaXdmp,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,625.439,0,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,No,No,"It was nice to pick out the parts of the plan. Some parts seemed unrealistic, i.e. doctors being far away or such long wait times.",19,Male,Caucasian/White,Sophmore,,,,,,,,,,,,,,,,
2019-11-05 11:30:35,2019-11-05 11:50:01,IP Address,128.206.42.214,100,1166,True,2019-11-05 11:50:01,R_2fczBLFs9efkfus,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Agree,0,0,628.491,0,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Agree,No,No,"I think it was an interesting exercise to gather information about healthcare, seeing as the exercise was about being an owner of a pizza place.",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-05 11:30:01,2019-11-05 12:00:34,IP Address,128.206.42.169,100,1833,True,2019-11-05 12:00:34,R_3fjBYNXsqoBfezN,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Somewhat Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,477.752,0,Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,No,Yes,"I think it was interesting to view how I would be cared for, but it makes me worried about how it will actually work and be paid for. ",19,Female,African-American/Black,Sophmore
2019-11-05 12:00:36,2019-11-05 12:07:41,IP Address,128.206.42.165,100,424,True,2019-11-05 12:07:41,R_9LTLLRYgIHAm1Oh,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Disagree,Strongly Agree,0,0,323.417,0,Agree,Strongly Agree,Disagree,Strongly Agree,No,No,I like it.,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-05 11:59:55,2019-11-05 12:10:14,IP Address,128.206.42.214,100,618,True,2019-11-05 12:10:14,R_3PhvvWTM4V5yK08,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,418.892,0,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Agree,No,No,It helped me understand the basic of health isunrance,18,Male,Caucasian/White,Freshman
2019-11-05 12:00:37,2019-11-05 12:11:23,IP Address,128.206.42.169,100,645,True,2019-11-05 12:11:23,R_23UnyUBYAvz1pyW,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Agree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,532.147,0,Neither Agree or Disagree,Agree,Agree,Agree,Agree,No,No,it is very complex in the real world,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-11-05 12:20:13,2019-11-05 12:28:13,IP Address,128.206.42.165,100,480,True,2019-11-05 12:28:14,R_2uBrHzMPhK01RIG,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Agree,Neither Agree or Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,224.487,0,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,No,No,"Interesting, I didn't know that there were many different levels to just one category of insurance.",18,Female,Caucasian/White,Freshman
2019-11-05 13:00:42,2019-11-05 13:11:25,IP Address,128.206.42.165,100,643,True,2019-11-05 13:11:25,R_33sCZYGRQ1l8Rja,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,0,0,440.569,0,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,No,No,"I'm not too sure what to think, because all I did was fill out a menu for a pizza store. I can see how it relates to health insurance.",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-05 13:00:53,2019-11-05 13:13:19,IP Address,128.206.42.214,100,745,True,2019-11-05 13:13:19,R_2ydqbaoEw6YF0lq,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,0,0,612.383,0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,No,No,It was very helpful,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-11-07 11:28:59,2019-11-07 11:42:51,IP Address,128.206.42.165,100,832,True,2019-11-07 11:42:51,R_246RtlHa5WEFSuF,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,367.423,0,Neither Agree or Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,No,No,I thought that the exercise was effective in making me evaluate the perks and downsides of different health care plans.,18,Male,Caucasian/White,Freshman
2019-11-07 11:29:37,2019-11-07 12:14:37,IP Address,128.206.42.214,100,2699,True,2019-11-07 12:14:37,R_3JC9Edk6muSi7eq,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,695.78,0,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,No,No,I thought it was cool to come up with a plan for all people,18,Female,African-American/Black,Freshman,,,,,,,,,,,,,,,,
2019-11-07 12:00:44,2019-11-07 13:04:05,IP Address,128.206.42.165,100,3801,True,2019-11-07 13:04:05,R_1KqbLJl3mTALqe3,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Disagree,Strongly Agree,588.203,588.203,588.951,1,Neither Agree or Disagree,Agree,Somewhat Disagree,Strongly Agree,No,No,confused on how it has to do with health care,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-07 13:04:07,2019-11-07 13:11:23,IP Address,128.206.42.165,100,435,True,2019-11-07 13:11:24,R_3G87Nmac3KBAj09,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Disagree,Disagree,Disagree,Strongly Disagree,7.109,7.948,211.985,2,Strongly Disagree,Disagree,Disagree,Strongly Disagree,No,No,I don't care.,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-07 13:04:04,2019-11-07 13:11:43,IP Address,128.206.42.169,100,459,True,2019-11-07 13:11:43,R_2Vax2e6OZ9QmZnd,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,354.943,0,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,No,Yes,We need better healthcare in this country.,20,Female,Caucasian/White,Junior,,,,,,,,,,,,,,,,
2019-11-07 13:03:52,2019-11-07 13:16:42,IP Address,128.206.42.214,100,770,True,2019-11-07 13:16:42,R_3TNWe0R1lwhgraV,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.643,367.643,368.558,1,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Somewhat Agree,Agree,No,No,"My lack of understanding with certain health care aspects, such as the 2013 Affordable Health Care Act, prohibited a more adequate answer. Although, I feel reading the packet with dots gave me a basic understanding of concepts health care may offer. ",19,Male,Caucasian/White,Freshman
2019-11-11 10:56:12,2019-11-11 11:17:57,IP Address,128.206.42.214,100,1304,True,2019-11-11 11:17:57,R_ToY17lurmka10SR,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,0,0,446.99,0,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,No,No,"I don't know if I was supposed to answer the second round of questions the same as the first, but while I was filling in the pizza, I thought about my feelings towards universal health care and my opinion changed",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-11 11:28:42,2019-11-11 12:18:30,IP Address,128.206.42.214,100,2988,True,2019-11-11 12:18:31,R_3rSoWq3uYUSmt4D,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.314,710.442,715.012,2,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Agree,No,No,"I enjoyed it. It taught me what health care covers. ",19,Male,Caucasian/White,Freshman
2019-11-11 12:24:37,2019-11-11 12:32:03,IP Address,128.206.42.214,100,446,True,2019-11-11 12:32:03,R_bkkJQIygBP5SNS9,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Somewhat Agree,Neither Agree or Disagree,270.876,270.876,271.248,1,Agree,Agree,Somewhat Agree,Agree,No,No,I want pizza now,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-11 13:59:59,2019-11-12 10:16:16,IP Address,128.206.42.214,100,72977,True,2019-11-12 10:16:16,R_3RyEEmdbTWC7dWB,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Somewhat Agree,Disagree,Disagree,,,,,,,,,,,,,,,,0,0,359.976,0,Agree,Agree,Disagree,Disagree,Somewhat Agree,No,No,wish that I could've had enough bubbles for mental health,20,Male,Caucasian/White,Sophmore,,,,,,,,,,,,,,,,
2019-11-12 10:16:21,2019-11-12 12:08:19,IP Address,128.206.42.214,100,6718,True,2019-11-12 12:08:20,R_cxbWERD8wZi5Bmx,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,514.294,0,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,No,No,"I was slightly confused because I don't have experience with paying for my own health care, but I think the health care plan that I just read describes an average person in the US. ",19,Female,Caucasian/White,Freshman
2019-11-11 10:56:38,2019-11-12 12:09:26,IP Address,128.206.42.165,100,90767,True,2019-11-12 12:09:26,R_2fHGE3IobE3MgYI,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,0,0,501.65,0,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,Yes,i can see the ties between healthcare reform and pizza reform,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-12 12:30:39,2019-11-12 12:40:31,IP Address,128.206.42.214,100,591,True,2019-11-12 12:40:31,R_BP5oSgFsz8hk24N,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,356.02,0,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Agree,Agree,No,Yes,pegs were confusing,18,Male,Caucasian/White,Freshman
2019-11-12 13:04:44,2019-11-12 13:18:50,IP Address,128.206.42.214,100,846,True,2019-11-12 13:18:50,R_1dcY2JT9UuuWLSn,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Disagree,Agree,,,,,,,,,,,,,,,,0,0,635.278,0,Agree,Agree,Disagree,Agree,Agree,No,Yes,"I think that it was a good way to think about how much health care costs, and makes you think about things you need rather than want.",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-11-13 10:25:25,2019-11-13 11:06:53,IP Address,128.206.42.214,100,2488,True,2019-11-13 11:06:55,R_AhRYRbc8Rn9obRL,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,0,0,390.789,0,Agree,Agree,Disagree,Strongly Agree,No,No,It was interesting,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13 10:24:59,2019-11-13 11:08:54,IP Address,128.206.42.165,100,2634,True,2019-11-13 11:08:55,R_25GVBQBTjE3vULK,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Strongly Agree,Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.108,42.108,230.451,1,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,No,No,Makes me see an alternative perspective but I still agree with my own answers,19,Male,Caucasian/White,Freshman
2019-11-13 11:09:42,2019-11-13 11:26:55,IP Address,128.206.42.214,100,1032,True,2019-11-13 11:26:55,R_3PAzDmOzyBbN6HF,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Disagree,Agree,,,,,,,,,,,,,,,,0,0,505.536,0,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,No,No,It was very interesting and I thought that the concept was very interesting,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-11-13 10:26:17,2019-11-13 11:32:33,IP Address,128.206.42.193,100,3975,True,2019-11-13 11:32:33,R_3OfuNL5GWicdFdY,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Disagree,Agree,Somewhat Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,292.913,0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,No,No,"it was cool to look at a health plan because i've never looked at one before ",18,Female,Caucasian/White,Freshman
2019-11-13 10:18:27,2019-11-13 11:38:30,IP Address,128.206.42.169,100,4802,True,2019-11-13 11:38:30,R_1mJkNnjYzevNGEE,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Strongly Agree,Neither Agree or Disagree,Somewhat Agree,,,,,,,,,,,,,,,,0,0,704.548,0,Agree,Agree,Neither Agree or Disagree,Somewhat Agree,Somewhat Agree,No,No,it was very hard to decide what got cut,19,Male,"Caucasian/White,Asian/Pacific Islander",Sophmore,,,,,,,,,,,,,,,,
2019-11-13 11:09:36,2019-11-13 11:41:54,IP Address,128.206.42.165,100,1938,True,2019-11-13 11:41:55,R_2tMf8Ar4SvaPuvt,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,814.058,814.058,815.385,1,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,No,No,It made me hungry,19,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13 11:52:37,2019-11-13 12:06:50,IP Address,128.206.42.214,100,852,True,2019-11-13 12:06:51,R_1DSTLDYBfNFG0W0,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,471.662,0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,No,No,"If I were given the packet with only the dots, I wouldn't understand the plan whatsoever. It's practically useless. ",19,Male,Caucasian/White,Freshman
2019-11-13 12:56:28,2019-11-13 13:10:20,IP Address,128.206.42.214,100,831,True,2019-11-13 13:10:20,R_3iPUPdpWISLxKwD,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Agree,Disagree,Agree,0,0,491.777,0,Somewhat Agree,Agree,Somewhat Disagree,Agree,No,No,"It made me think about what was more important to me, expensive, good quality items or a wider variety of cheep items. It also made me hungry for some good pizza I made a yummy one. ",19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13 13:31:57,2019-11-13 13:47:04,IP Address,128.206.42.214,100,906,True,2019-11-13 13:47:04,R_2CoXRCOgzzSAKQ9,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,0,0,697.163,0,Neither Agree or Disagree,Somewhat Agree,Disagree,Somewhat Agree,Neither Agree or Disagree,No,No,"I realized it is a lot harder to come up with a plan than I thought. ",18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-11-14 11:33:37,2019-11-14 11:42:20,IP Address,128.206.42.214,100,522,True,2019-11-14 11:42:20,R_1rjfkDcDxy5VQmv,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,0,0,350.531,0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,No,Yes,it was easy,18,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 11:33:44,2019-11-14 11:43:24,IP Address,128.206.42.165,100,579,True,2019-11-14 11:43:24,R_ZgXjJVHe4BmyBWh,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Neither Agree or Disagree,Agree,,,,,,,,,,,,,,,,0,0,440.455,0,Agree,Somewhat Agree,Neither Agree or Disagree,Somewhat Agree,Agree,No,Yes,I think it is a good excersize to get people thinking about what kind of insurance benefits they want when they're older.,19,Female,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-11-14 11:58:35,2019-11-14 12:11:51,IP Address,128.206.42.165,100,796,True,2019-11-14 12:11:52,R_1K3kkNVQgdawL2I,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,547.784,0,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,No,No,"There were some basic needs that were not covered, I think it would be difficult to live with this health care plan.",18,Female,Caucasian/White,Freshman
2019-11-14 11:58:08,2019-11-14 12:12:16,IP Address,128.206.42.214,100,847,True,2019-11-14 12:12:16,R_6AaPtFJiTe6fLUJ,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,20.159,20.159,590.099,1,Agree,Somewhat Agree,Somewhat Agree,Agree,No,No,interesting,20,Male,Caucasian/White,Sophmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-14 11:55:48,2019-11-14 12:14:14,IP Address,128.206.42.169,100,1105,True,2019-11-14 12:14:14,R_2xDeqPuM4hWbvde,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Somewhat Agree,Disagree,Neither Agree or Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,488.113,0,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Disagree,Disagree,Yes,No,i think that the excersie i just completed was a good way to inform people about what it would be like with UHC.,18,Male,Caucasian/White,Freshman
2019-11-14 11:56:37,2019-11-14 12:14:40,IP Address,128.206.42.193,100,1082,True,2019-11-14 12:14:41,R_1Nm4phy7uj6P8Fw,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Disagree,Strongly Agree,,,,,,,,,,,,,,,,0,0,91.038,0,Neither Agree or Disagree,Agree,Disagree,Strongly Agree,Agree,No,No,It was a good way of seeing all the things health care can cover.,18,Male,Caucasian/White,Freshman,,,,,,,,,,,,,,,,
2019-11-14 12:02:03,2019-11-14 12:14:55,IP Address,128.206.42.166,100,771,True,2019-11-14 12:14:56,R_2ePQdhzOW2MzMfZ,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Agree,Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,460.244,0,Neither Agree or Disagree,Agree,Disagree,Somewhat Agree,Agree,No,Yes,I feel like it would be a viable solution,18,Male,Caucasian/White,Freshman
2019-11-20 10:56:30,2019-11-20 12:06:11,IP Address,128.206.42.214,100,4181,True,2019-11-20 12:06:12,R_ZwnDJk3QTGbdoC5,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,0,0,161.549,0,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,No,No,seemed simple,20,Female,Caucasian/White,Sophmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-20 13:00:57,2019-11-20 13:15:02,IP Address,128.206.42.214,100,845,True,2019-11-20 13:15:03,R_vIeIJTQQE9pSr97,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,,,,,,,,,,,,,,,,0,0,668.141,0,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Somewhat Agree,No,No,It gave me a different insight on health care.,18,Male,African-American/Black,Freshman,,,,,,,,,,,,,,,,
2019-11-21 11:52:55,2019-11-21 12:04:59,IP Address,128.206.42.214,100,724,True,2019-11-21 12:04:59,R_12nWlZpge8nGwNZ,,,,,38.9517059326171875,-92.33409881591796875,anonymous,EN,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.041,339.041,340.02,1,Neither Agree or Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,No,Yes,Made me realize I am lucky to have health insurance.,18,Female,African-American/Black,Freshman
